1.00000000,1.00000000
0.97500000,1.00000000
1.00000000,0.97500000
1.00000000,0.95000000
0.95000000,1.00000000
0.95000000,0.97500000
0.97500000,0.95000000
0.95000000,0.95000000
1.00000000,0.92500000
0.92500000,1.00000000
0.92500000,0.95000000
0.95000000,0.92500000
0.90000000,1.00000000
1.00000000,0.90000000
0.90000000,0.97500000
0.97500000,0.90000000
0.95000000,0.90000000
0.90000000,0.95000000
0.90000000,0.92500000
1.00000000,0.87500000
0.87500000,1.00000000
0.92500000,0.90000000
0.87500000,0.95000000
0.95000000,0.87500000
0.90000000,0.90000000
0.85000000,1.00000000
1.00000000,0.85000000
0.85000000,0.97500000
0.97500000,0.85000000
0.85000000,0.95000000
0.95000000,0.85000000
0.87500000,0.90000000
0.90000000,0.87500000
0.85000000,0.92500000
0.92500000,0.85000000
1.00000000,0.82500000
0.82500000,1.00000000
0.85000000,0.90000000
0.90000000,0.85000000
0.82500000,0.95000000
0.95000000,0.82500000
0.85000000,0.87500000
0.87500000,0.85000000
1.00000000,0.80000000
0.80000000,1.00000000
0.80000000,0.97500000
0.97500000,0.80000000
0.82500000,0.90000000
0.90000000,0.82500000
0.95000000,0.80000000
0.80000000,0.95000000
0.85000000,0.85000000
0.80000000,0.92500000
0.92500000,0.80000000
0.80000000,0.90000000
0.90000000,0.80000000
0.77500000,1.00000000
1.00000000,0.77500000
0.77500000,0.95000000
0.85000000,0.82500000
0.82500000,0.85000000
0.95000000,0.77500000
0.87500000,0.80000000
0.80000000,0.87500000
0.77500000,0.90000000
0.90000000,0.77500000
0.85000000,0.80000000
0.80000000,0.85000000
1.00000000,0.75000000
0.75000000,1.00000000
0.97500000,0.75000000
0.75000000,0.97500000
0.75000000,0.95000000
0.95000000,0.75000000
0.92500000,0.75000000
0.75000000,0.92500000
0.80000000,0.82500000
0.82500000,0.80000000
0.75000000,0.90000000
0.90000000,0.75000000
0.77500000,0.85000000
0.85000000,0.77500000
0.72500000,1.00000000
1.00000000,0.72500000
0.72500000,0.95000000
0.87500000,0.75000000
0.95000000,0.72500000
0.75000000,0.87500000
0.80000000,0.80000000
0.75000000,0.85000000
0.85000000,0.75000000
0.90000000,0.72500000
0.72500000,0.90000000
1.00000000,0.70000000
0.70000000,1.00000000
0.70000000,0.97500000
0.77500000,0.80000000
0.80000000,0.77500000
0.97500000,0.70000000
0.95000000,0.70000000
0.70000000,0.95000000
0.82500000,0.75000000
0.75000000,0.82500000
0.70000000,0.92500000
0.92500000,0.70000000
0.72500000,0.85000000
0.85000000,0.72500000
0.70000000,0.90000000
0.90000000,0.70000000
0.75000000,0.80000000
0.80000000,0.75000000
0.87500000,0.70000000
1.00000000,0.67500000
0.67500000,1.00000000
0.70000000,0.87500000
0.67500000,0.95000000
0.95000000,0.67500000
0.85000000,0.70000000
0.70000000,0.85000000
0.77500000,0.75000000
0.75000000,0.77500000
0.72500000,0.80000000
0.90000000,0.67500000
