x-Koordinate [mm],y-Koordinate [mm],axiale Verschiebung [mm],laterale Verschiebung [mm]
0.0000000000000000,0.0000000000000000,-0.0092079748058877,-0.0000128597175648
0.1750000000000000,0.0000000000000000,-0.0087919107677995,-0.0000643794843877
0.0000000000000000,0.2000000000000000,-0.0085284706409089,0.0004820874025416
0.1754112000000000,0.1995888000000000,-0.0087042302545521,-0.0008103218111720
0.3500000000000000,0.0000000000000000,-0.0079639114732721,0.0002259087284506
0.0000000000000000,0.4000000000000000,-0.0090830088583711,0.0000300998921283
0.3511136000000000,0.1988864000000000,-0.0084171042962265,-0.0005925677320854
0.1762176000000000,0.3987824000000000,-0.0081798223363566,0.0000011221873869
0.5250000000000000,0.0000000000000000,-0.0087647760950500,-0.0000293413206332
0.3528928000000000,0.3971072000000000,-0.0085462763354938,-0.0000283286006428
0.5270748440000000,0.1979251560000000,-0.0089020127380878,0.0002349608839232
0.0000000000000000,0.6000000000000000,-0.0091155371175425,0.0000014986583016
0.1773584000000000,0.5976416000000000,-0.0092058922136892,0.0002603965574499
0.5299747560000000,0.3950252440000000,-0.0087798488716866,0.0006649569879407
0.3552352000000000,0.5947648000000000,-0.0083628500598265,0.0002526513604521
0.7000000000000000,0.0000000000000000,-0.0083981184832620,-0.0000483465803294
0.7032625780000000,0.1967374220000000,-0.0080640453884295,-0.0002966982086739
0.5335728000000000,0.5914272000000000,-0.0079807033124656,0.0007032264557312
0.0000000000000000,0.8000000000000000,-0.0085831207875340,-0.0001612236677634
0.7074126220000000,0.3925873780000000,-0.0079770162526798,0.0003926957728487
0.1787728000000000,0.7962272000000000,-0.0083090504052815,0.0003198811794907
0.3580384000000000,0.7919616000000000,-0.0075501454711155,0.0002360565243987
0.8750000000000000,0.0000000000000000,-0.0078809893444315,0.0001559584110001
0.8796444440000000,0.1953555560000000,-0.0087752249294864,-0.0002427675745299
0.7123136000000000,0.5876864000000001,-0.0081545277436287,0.0002676164187340
0.5377420440000000,0.7872579560000000,-0.0081073108619940,-0.0000906954130498
0.8851555560000000,0.3898444440000000,-0.0077909791593178,-0.0000226336699272
0.0000000000000000,1.0000000000000000,-0.0083835410595808,-0.0000262548831404
0.1804000000000000,0.9946000000000000,-0.0087889692328094,-0.0002106037514878
1.0500000000000000,0.0000000000000000,-0.0080549455968624,-0.0004764227780410
0.3612000000000000,0.9888000000000000,-0.0083351445683319,-0.0002113834022506
0.7178289780000000,0.7821710220000000,-0.0081684551663252,0.0004414971717901
0.8914000000000000,0.5836000000000000,-0.0073416973625960,0.0007559619082534
1.0561880900000000,0.1938119110000000,-0.0087015109731833,-0.0000328003544047
0.5423555560000000,0.9826444440000000,-0.0080112713329104,0.0001966495804489
1.0631527100000000,0.3868472890000000,-0.0075741494257588,0.0001396708557486
0.8982444440000000,0.7767555560000000,-0.0083709120731922,-0.0007228851384185
0.0000000000000000,1.2000000000000000,-0.0084914831862562,0.0000563246823877
0.1821792000000000,1.1928208000000000,-0.0086059947805489,-0.0004025217789276
0.7238222220000000,0.9761777780000001,-0.0086466323663034,-0.0007042189842242
1.0707743999999999,0.5792256000000000,-0.0079931785122594,-0.0003310272891089
1.2250000000000001,0.0000000000000000,-0.0072812627273254,0.0006725252595453
0.3646176000000000,1.1853823999999999,-0.0086099998179617,-0.0000180511185674
1.2328611599999999,0.1921388440000000,-0.0076901791371350,-0.0004478768459992
0.5472864000000000,1.1777135999999999,-0.0087782360947399,0.0002171457913514
1.2413532400000000,0.3836467560000000,-0.0082980968289101,0.0001603435704012
1.0789336899999999,0.7710663110000000,-0.0085098717007713,-0.0001915005765961
0.9055555560000000,0.9694444440000000,-0.0086863868129862,0.0001466638781968
1.2503792000000000,0.5746208000000000,-0.0082905188839013,-0.0001684327102291
0.7301568000000001,1.1698432000000001,-0.0085684275996782,-0.0005921093321635
0.0000000000000000,1.3999999999999999,-0.0088430275551577,-0.0005288155028126
1.3999999999999999,0.0000000000000000,-0.0084888106855768,-0.0000546400022549
0.1840496000000000,1.3909503999999999,-0.0087483923280973,-0.0004304045736660
