x-coordinate [mm],y-coordinate [mm],axial displacement [mm],lateral displacement [mm]
0.0000000000000000,0.0000000000000000,-0.0087009069943822,0.0000490361015870
0.1750000000000000,0.0000000000000000,-0.0082947939295475,0.0000677158395606
0.0000000000000000,0.2000000000000000,-0.0092190590367052,-0.0002135334968359
0.1754112000000000,0.1995888000000000,-0.0084799532035891,-0.0001521290179010
0.3500000000000000,0.0000000000000000,-0.0084762943307185,-0.0001832654539807
0.0000000000000000,0.4000000000000000,-0.0090171891283562,0.0003564924280886
0.3511136000000000,0.1988864000000000,-0.0086214943843232,-0.0001734822843236
0.1762176000000000,0.3987824000000000,-0.0085718462711068,-0.0000497751703486
0.5250000000000000,0.0000000000000000,-0.0077049905828095,-0.0001780287483937
0.3528928000000000,0.3971072000000000,-0.0079699508816818,0.0001647098717014
0.5270748440000000,0.1979251560000000,-0.0086860913082749,-0.0000141072809017
0.0000000000000000,0.6000000000000000,-0.0081361110218267,0.0000100709003536
0.1773584000000000,0.5976416000000000,-0.0084818967697051,0.0001720125333117
0.5299747560000000,0.3950252440000000,-0.0084185602265146,0.0001123814319280
0.3552352000000000,0.5947648000000000,-0.0083669539729484,0.0001316535404278
0.7000000000000000,0.0000000000000000,-0.0083430512496794,-0.0004265481385956
0.7032625780000000,0.1967374220000000,-0.0083220901060425,0.0000303965434556
0.5335728000000000,0.5914272000000000,-0.0080938597740667,0.0001597566691432
0.0000000000000000,0.8000000000000000,-0.0084463366476941,0.0000614751840822
0.7074126220000000,0.3925873780000000,-0.0080037701739653,0.0001534567673412
0.1787728000000000,0.7962272000000000,-0.0084767436733115,0.0004019798484306
0.3580384000000000,0.7919616000000000,-0.0087345702423865,0.0002153837321076
0.8750000000000000,0.0000000000000000,-0.0080404233793826,-0.0002246371594896
0.8796444440000000,0.1953555560000000,-0.0078523783677870,-0.0001813207907089
0.7123136000000000,0.5876864000000001,-0.0081750564138441,-0.0000644771865366
0.5377420440000000,0.7872579560000000,-0.0081673363086291,-0.0001732352544527
0.8851555560000000,0.3898444440000000,-0.0080226645415735,-0.0000463071768987
0.0000000000000000,1.0000000000000000,-0.0087710846709267,0.0002323349195095
0.1804000000000000,0.9946000000000000,-0.0085334324871864,-0.0001358179568973
1.0500000000000000,0.0000000000000000,-0.0082234787379080,-0.0000572209601090
0.3612000000000000,0.9888000000000000,-0.0082955436356361,-0.0000894951304481
0.7178289780000000,0.7821710220000000,-0.0084841639812916,0.0000813182473304
0.8914000000000000,0.5836000000000000,-0.0083670696319885,0.0001616298552566
1.0561880900000000,0.1938119110000000,-0.0082216037858702,-0.0000467017224082
0.5423555560000000,0.9826444440000000,-0.0089423997104087,-0.0001200233307276
1.0631527100000000,0.3868472890000000,-0.0077610428135407,0.0001530833503690
0.8982444440000000,0.7767555560000000,-0.0080696343370822,0.0000834728157944
0.0000000000000000,1.2000000000000000,-0.0088407312196301,0.0000786879522995
0.1821792000000000,1.1928208000000000,-0.0082963344025979,0.0006154572791105
0.7238222220000000,0.9761777780000001,-0.0085755647119325,-0.0000612341140823
1.0707743999999999,0.5792256000000000,-0.0080538959201221,0.0000177014092744
1.2250000000000001,0.0000000000000000,-0.0079968054455858,-0.0000167061977765
0.3646176000000000,1.1853823999999999,-0.0083864996245451,0.0000687455965400
1.2328611599999999,0.1921388440000000,-0.0078786153440239,-0.0001231232651188
0.5472864000000000,1.1777135999999999,-0.0085026762607128,0.0001322194140404
1.2413532400000000,0.3836467560000000,-0.0079354434427186,0.0003294859549856
1.0789336899999999,0.7710663110000000,-0.0080472293129950,-0.0000506564888727
0.9055555560000000,0.9694444440000000,-0.0079869716204736,-0.0000907362120387
1.2503792000000000,0.5746208000000000,-0.0076948559212528,-0.0001673905968444
0.7301568000000001,1.1698432000000001,-0.0079867157294922,-0.0001769915259360
0.0000000000000000,1.3999999999999999,-0.0088389327046154,-0.0003663682465904
1.3999999999999999,0.0000000000000000,-0.0078159235927562,-0.0000107440096833
0.1840496000000000,1.3909503999999999,-0.0087884744178614,-0.0002233301101897
1.4096312900000001,0.1903687110000000,-0.0080456680301248,0.0002319178570469
0.3681888000000000,1.3818112000000000,-0.0084258746582998,-0.0000349383423832
1.0875111099999999,0.9624888890000000,-0.0076849373112622,-0.0000743000709658
1.4197063100000000,0.3802936890000000,-0.0079642730943429,0.0002410487859048
1.2598419599999999,0.7651580440000000,-0.0078194256396400,-0.0004284692415778
0.9132000000000000,1.1617999999999999,-0.0081321877083557,-0.0000276585318063
0.5524076440000000,1.3725923600000001,-0.0080793986795126,-0.0002945473616620
1.4301568000000000,0.5698432000000000,-0.0080114881111780,-0.0001869371372131
0.7366961780000000,1.3633038200000001,-0.0081743410932953,-0.0000461372170383
1.5750000000000000,0.0000000000000000,-0.0076042171059861,0.0001783388608030
1.2696444400000000,0.9553555560000000,-0.0076501518616723,-0.0002597105048210
1.0963871999999999,1.1536128000000001,-0.0076564775368614,0.0000071961625780
1.5864661300000000,0.1885338670000000,-0.0076879579049911,0.0002714435502906
0.1859504000000000,1.5890496000000001,-0.0088164032371721,-0.0002284919818866
0.0000000000000000,1.6000000000000001,-0.0087883022460495,-0.0002319895657978
0.3718112000000000,1.5781887999999999,-0.0086081591299782,-0.0000810910779608
1.4409144899999999,0.7590855110000000,-0.0073031087014447,0.0000472021973173
0.9210444440000000,1.3539555599999999,-0.0081816640712503,-0.0001105704585477
1.5981610700000000,0.3768389330000000,-0.0075419552051534,-0.0002039215829834
0.5575923560000000,1.5674076400000001,-0.0083116938217750,-0.0000745925328709
1.6100496000000000,0.5649504000000000,-0.0074963866025494,-0.0000199080935942
1.2796896000000000,1.1453104000000001,-0.0079964306414495,-0.0002008964543197
0.7433038220000000,1.5566961800000001,-0.0084307365082174,-0.0003384006367636
1.4519111099999999,0.9480888890000000,-0.0080335878335077,-0.0000114399765694
1.1054424899999999,1.3445575100000000,-0.0078384120272270,-0.0001188636685881
1.7500000000000000,0.0000000000000000,-0.0076340407297973,-0.0000725971257724
1.7633333300000000,0.1866666670000000,-0.0076270268116860,-0.0001473155740026
1.6220965300000001,0.7529034670000000,-0.0073690459130142,-0.0001823970418143
0.1878208000000000,1.7871792000000000,-0.0084295248621692,-0.0002425534141988
0.0000000000000000,1.8000000000000000,-0.0085712182771593,-0.0002508045456985
0.9289555560000000,1.5460444400000000,-0.0077095977087602,0.0001240788698074
0.3753824000000000,1.7746176000000000,-0.0085254135004563,-0.0001408339504223
1.7766666700000000,0.3733333330000000,-0.0074339348719454,-0.0003881573951948
0.5627136000000000,1.7622864000000000,-0.0080738834428884,-0.0002109951359906
1.4630783999999999,1.1369216000000000,-0.0077703731830567,0.0000926896171440
1.2898803599999999,1.3351196400000001,-0.0077703465088203,-0.0002398714104660
1.7900000000000000,0.5600000000000001,-0.0077881255722709,0.0002915434039143
1.6342666699999999,0.9407333329999999,-0.0078577284914900,-0.0002596868099975
1.1145575100000000,1.5354424900000001,-0.0078828867086210,-0.0002925301569740
0.7498432000000000,1.7501568000000001,-0.0079726043411191,-0.0003384062949014
1.9250000000000000,0.0000000000000000,-0.0069659013450317,0.0002327677036993
1.9402005300000000,0.1847994670000000,-0.0076044641828353,-0.0001377858979112
1.8033333300000001,0.7466666670000000,-0.0074955203792719,-0.0000024116959185
0.9368000000000000,1.7382000000000000,-0.0080095544538500,-0.0004777157723659
1.4743480899999999,1.3256519099999999,-0.0080775492302954,-0.0002554420698950
1.9551722700000000,0.3698277330000000,-0.0075433256793125,0.0000880692673398
0.1896000000000000,1.9854000000000001,-0.0088140265206135,-0.0003381391551410
1.6465247999999999,1.1284752000000000,-0.0074318822417406,-0.0001157540794019
0.0000000000000000,2.0000000000000000,-0.0087567674641818,0.0000562465728887
1.3001196399999999,1.5248803600000000,-0.0077605198265085,0.0002024185345367
0.3788000000000000,1.9712000000000001,-0.0084396334005132,0.0000206742233373
0.5676444440000000,1.9573555600000001,-0.0081454353746541,0.0000591444192733
1.8166666700000000,0.9333333330000000,-0.0076275476345049,-0.0001791392865056
1.9699504000000001,0.5550496000000000,-0.0073383545200933,-0.0001818794647411
1.1236128000000001,1.7263872000000000,-0.0077210885760700,-0.0001511844574777
0.7561777780000000,1.9438222199999999,-0.0077390039877016,-0.0003289854133829
2.1000000000000001,0.0000000000000000,-0.0074069267963601,0.0002244155740983
1.6588357300000001,1.3161642700000000,-0.0079962246536697,0.0000067423644456
1.9845701300000000,0.7404298670000000,-0.0075814950792747,0.0001036341208805
1.4856519100000001,1.5143480899999999,-0.0073863378045095,0.0000889851044262
2.1170353799999999,0.1829646220000000,-0.0075694900148790,-0.0000439247958276
1.8300000000000001,1.1200000000000001,-0.0072863883364513,-0.0002466983722064
0.9444444440000000,1.9305555599999999,-0.0079316959242982,-0.0000630442296450
1.3103104000000001,1.7146896000000000,-0.0074575036259878,0.0000552485741304
2.1336270200000000,0.3663729780000000,-0.0077306903580900,0.0001267130657063
0.1912272000000000,2.1837727999999998,-0.0084595594613624,0.0000927396962666
0.0000000000000000,2.2000000000000002,-0.0087867151989771,0.0002356232641770
0.3819616000000000,2.1680383999999999,-0.0077130670003887,-0.0000647332036298
1.9990666699999999,0.9259333330000000,-0.0072222472308846,0.0001287088327258
2.1498431999999998,0.5501568000000000,-0.0070426286249912,-0.0000703118663715
1.1324888900000001,1.9175111100000000,-0.0080432017492452,-0.0000260739595795
0.5722579560000000,2.1527420400000001,-0.0082628638440947,-0.0004289376140325
1.6711642700000000,1.5038357300000000,-0.0075885968193463,0.0001366224773970
1.8433333300000001,1.3066666700000000,-0.0072267292923703,-0.0005098825764539
1.4969216000000001,1.7030784000000001,-0.0076763394218281,-0.0001451322078174
0.7621710220000000,2.1378289800000001,-0.0079031705680678,-0.0002392071497966
2.2749999999999999,0.0000000000000000,-0.0076643197060366,-0.0002317965688248
2.1657521800000001,0.7342478220000000,-0.0073655729260541,-0.0000241996871927
2.0134751999999998,1.1115248000000000,-0.0075223201427402,-0.0000694923600124
2.2938055099999999,0.1811944890000000,-0.0075552495310019,0.0002594268179351
1.3203555600000001,1.9046444400000000,-0.0076050087341757,-0.0001705687005591
0.9517555559999999,2.1232444400000001,-0.0078613200305894,-0.0000737739602755
2.3119800900000000,0.3630199110000000,-0.0072156172723879,0.0000026812976146
2.1814222200000000,0.9185777780000000,-0.0075344269391088,0.0001782172250787
1.8566666700000001,1.4933333300000000,-0.0071856630917071,0.0000468353189851
1.6834751999999999,1.6915248000000001,-0.0074267546786435,-0.0001938618316314
0.1926416000000000,2.3823584000000002,-0.0084426422787992,-0.0000872530435925
2.3296207999999998,0.5453792000000000,-0.0071967324786510,0.0002864417056598
0.3847648000000000,2.3652351999999999,-0.0083089580541736,-0.0001892536982921
1.1410663100000000,2.1089336900000002,-0.0081419336093705,-0.0000348787568516
0.0000000000000000,2.3999999999999999,-0.0085660422365295,-0.0002550396829378
2.0278309299999999,1.2971690700000000,-0.0074909068877337,-0.0003128368067277
0.5764272000000000,2.3485727999999999,-0.0083259730307109,0.0000050987572200
1.5080888900000000,1.8919111099999999,-0.0078129518163821,-0.0000805848836505
2.4500000000000002,0.0000000000000000,-0.0072473551208085,0.0002116184540840
0.7676864000000000,2.3323136000000000,-0.0084041024952752,-0.0003173816052258
2.3468247099999999,0.7281752889999999,-0.0069839551317660,0.0001101719454168
2.1969216000000000,1.1030784000000000,-0.0071331457258611,-0.0001054984380836
2.4704785800000000,0.1795214220000000,-0.0071295341063133,-0.0000326919528456
1.3301580399999999,2.0948419600000001,-0.0076729928159807,0.0001161262514792
0.9586000000000000,2.3163999999999998,-0.0080365466361065,0.0000758916071187
1.8700000000000001,1.6799999999999999,-0.0071692560287341,-0.0006546806790216
2.4901806199999998,0.3598193780000000,-0.0071337044794763,0.0000245779034568
2.0421690699999999,1.4828309300000000,-0.0074314270064751,-0.0003557596302367
1.6957333299999999,1.8792666700000000,-0.0071865398379774,-0.0002809773238843
2.3636888900000002,0.9113111110000000,-0.0071937505517138,-0.0002448192627938
2.2123185799999998,1.2876814200000000,-0.0073211106281393,0.0001597443105741
2.5092256000000002,0.5407744000000000,-0.0071438871123636,0.0001775603023156
1.1492256000000001,2.3007743999999999,-0.0079197574161275,-0.0001189618618639
1.5190855100000000,2.0809144900000001,-0.0077642162036395,-0.0000944989891123
0.1937824000000000,2.5812176000000000,-0.0078385275295249,-0.0000377005982730
