0,0
0.175,0
0,0.2
0.1754112,0.1995888
0.35,0
0,0.4
0.3511136,0.1988864
0.1762176,0.3987824
0.525,0
0.3528928,0.3971072
0.527074844,0.197925156
0,0.6
0.1773584,0.5976416
0.529974756,0.395025244
0.3552352,0.5947648
0.7,0
0.703262578,0.196737422
0.5335728,0.5914272
0,0.8
0.707412622,0.392587378
0.1787728,0.7962272
0.3580384,0.7919616
0.875,0
0.879644444,0.195355556
0.7123136,0.5876864
0.537742044,0.787257956
0.885155556,0.389844444
0,1
0.1804,0.9946
1.05,0
0.3612,0.9888
0.717828978,0.782171022
0.8914,0.5836
1.05618809,0.193811911
0.542355556,0.982644444
1.06315271,0.386847289
0.898244444,0.776755556
0,1.2
0.1821792,1.1928208
0.723822222,0.976177778
1.0707744,0.5792256
1.225,0
0.3646176,1.1853824
1.23286116,0.192138844
0.5472864,1.1777136
1.24135324,0.383646756
1.07893369,0.771066311
0.905555556,0.969444444
1.2503792,0.5746208
0.7301568,1.1698432
0,1.4
1.4,0
0.1840496,1.3909504
1.40963129,0.190368711
0.3681888,1.3818112
1.08751111,0.962488889
1.41970631,0.380293689
1.25984196,0.765158044
0.9132,1.1618
0.552407644,1.37259236
1.4301568,0.5698432
0.736696178,1.36330382
1.575,0
1.26964444,0.955355556
1.0963872,1.1536128
1.58646613,0.188533867
0.1859504,1.5890496
0,1.6
0.3718112,1.5781888
1.44091449,0.759085511
0.921044444,1.35395556
1.59816107,0.376838933
0.557592356,1.56740764
1.6100496,0.5649504
1.2796896,1.1453104
0.743303822,1.55669618
1.45191111,0.948088889
1.10544249,1.34455751
1.75,0
1.76333333,0.186666667
1.62209653,0.752903467
0.1878208,1.7871792
0,1.8
0.928955556,1.54604444
0.3753824,1.7746176
1.77666667,0.373333333
0.5627136,1.7622864
1.4630784,1.1369216
1.28988036,1.33511964
1.79,0.56
1.63426667,0.940733333
1.11455751,1.53544249
0.7498432,1.7501568
1.925,0
1.94020053,0.184799467
1.80333333,0.746666667
0.9368,1.7382
1.47434809,1.32565191
1.95517227,0.369827733
0.1896,1.9854
1.6465248,1.1284752
0,2
1.30011964,1.52488036
0.3788,1.9712
0.567644444,1.95735556
1.81666667,0.933333333
1.9699504,0.5550496
1.1236128,1.7263872
0.756177778,1.94382222
2.1,0
1.65883573,1.31616427
1.98457013,0.740429867
1.48565191,1.51434809
2.11703538,0.182964622
1.83,1.12
0.944444444,1.93055556
1.3103104,1.7146896
2.13362702,0.366372978
0.1912272,2.1837728
0,2.2
0.3819616,2.1680384
1.99906667,0.925933333
2.1498432,0.5501568
1.13248889,1.91751111
0.572257956,2.15274204
1.67116427,1.50383573
1.84333333,1.30666667
1.4969216,1.7030784
0.762171022,2.13782898
2.275,0
2.16575218,0.734247822
2.0134752,1.1115248
2.29380551,0.181194489
1.32035556,1.90464444
0.951755556,2.12324444
2.31198009,0.363019911
2.18142222,0.918577778
1.85666667,1.49333333
1.6834752,1.6915248
0.1926416,2.3823584
2.3296208,0.5453792
