axial strain [-],lateral strain [-],axial stress [MPa]
0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0001476190374301,-0.0000131575276280,28.7849601333190996
0.0002952380748500,-0.0000468820707270,60.9694711725957035
0.0004428571122801,-0.0000993279704320,86.8634713128437994
0.0005904761497100,-0.0001234431927740,115.3299916999499999
0.0007380951871301,-0.0001857499130160,143.1123057265519947
0.0008857142245600,-0.0002124855988990,171.2556948827329961
0.0010333332619801,-0.0002731828985320,196.9401994164120140
0.0011809522994100,-0.0003473366816940,221.7377669012379897
0.0013285713368401,-0.0004045549719220,240.0418965261409880
0.0014961212603200,-0.0005070642959190,257.9727353563080214
0.0017246057869700,-0.0006147735311750,273.0070126277510099
0.0019752854165100,-0.0008029608152090,283.6149712979009792
0.0023000851852200,-0.0010073169486300,291.1776294223329842
0.0026342943706801,-0.0012877678732900,296.5856911925120016
0.0030391046098499,-0.0015115283459000,300.6411797377239736
0.0034571754805199,-0.0018039665899990,303.8784546900300256
0.0038853820467699,-0.0021340391996920,306.5383263585039799
0.0043315763427401,-0.0024450167305110,308.8669781914230157
0.0047729733170401,-0.0027565069319120,310.8464502668230125
0.0052446195261300,-0.0030682696338790,312.6889716018279728
0.0056943287175000,-0.0033815744308610,314.3509758667510141
0.0061588270674100,-0.0037037429577730,315.9229715449150149
0.0066148732274600,-0.0039994069924940,317.4323045122690132
0.0070676064619899,-0.0043198971045750,318.8650607834690049
0.0075199967412400,-0.0046447872863740,320.2621166306229838
0.0079711809475600,-0.0049357444832170,321.5988029971130118
0.0084030966021100,-0.0052404638977780,322.9106666391310227
0.0088410190628900,-0.0055443037944950,324.1834032353610269
0.0092898236666901,-0.0058234295755870,325.4312328319820153
0.0097089585328101,-0.0061275014598080,326.6264918414129852
0.0101685599281600,-0.0064347137685800,327.8334772262779779
0.0105913300453300,-0.0067129464488700,329.0241454807729724
0.0110330197480699,-0.0069909837585001,330.1719334555900218
0.0114519335489600,-0.0072885364016590,331.3033014010629813
0.0118870575243899,-0.0075647024779170,332.4000461020129933
0.0122953803280601,-0.0078692798119360,333.4934253254800183
0.0127191447395700,-0.0081484866474960,334.5621432312149750
0.0131359033905700,-0.0084192820675860,335.6185836283229946
0.0135468748413701,-0.0087044255608510,336.6506020117749927
0.0139756724270601,-0.0089954707859840,337.6709204390789978
0.0143934716607199,-0.0092523194794880,338.7038857483140077
0.0148085625168199,-0.0095351959515631,339.6868743332140070
0.0152238535669000,-0.0098037374366780,340.7072578164500101
0.0156382113451801,-0.0100851329272670,341.6504878023829974
0.0160646716770301,-0.0103756103864830,342.6466530430760145
0.0164667147483299,-0.0106410405450450,343.5586555080089965
0.0168636639837301,-0.0109152017546770,344.5258817524619985
0.0173183658593301,-0.0111927086602540,345.4363401513339795
0.0177166067901999,-0.0114505062020090,346.3777607307059725
0.0181425109551101,-0.0117450982356150,347.2468443785580234
0.0185612058199200,-0.0120244010619660,348.1428943242099763
0.0189737089805999,-0.0122820604941110,348.9989206138200188
0.0193836145310200,-0.0125666463985740,349.8626995774429815
0.0197909429791501,-0.0128213261142610,350.7267825609270062
0.0202157657576501,-0.0131059971420820,351.5394907400529974
0.0206312070515600,-0.0133967750594910,352.4090897332570194
0.0210372771842500,-0.0136447051909200,353.2163366119939951
0.0214556383714299,-0.0139073915259600,354.0555629679649883
0.0218795479407099,-0.0141851334057580,354.8325231003199747
0.0222914638634699,-0.0144269072350240,355.6539314320920084
0.0227009498596900,-0.0146985709736370,356.3978306270939811
0.0231097006275001,-0.0149926980324890,357.1844773818589829
0.0235318550120200,-0.0152788594914900,357.9404610860310072
0.0239420877358800,-0.0155315304561020,358.7250095800089866
0.0243558224409799,-0.0157816839970690,359.4902231257049721
0.0247705924020600,-0.0160580547553160,360.2334298360649996
0.0251776882752599,-0.0163366971444480,360.9769517064190154
0.0256070372285999,-0.0166028379774830,361.7227245136430156
0.0260063980739400,-0.0168660780393360,362.4172225807749896
0.0264198769846899,-0.0171329894439980,363.1423905018299934
0.0268479607325500,-0.0173997565978060,363.8191512481790255
0.0272490144633599,-0.0176739442918999,364.5365124518889957
0.0276628178869300,-0.0179358290234060,365.3279272569499767
