axial strain [-],lateral strain [-],axial stress [MPa]
0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0001586800804900,-0.0000399136352210,28.3183636780247987
0.0003173601609900,-0.0000779528973150,60.3510608566961011
0.0004760402414801,-0.0001082595203610,87.9767520600208002
0.0006347203219701,-0.0001472676472080,117.0798364756050063
0.0007934004024699,-0.0001919179638969,144.3840456592789963
0.0009520804829599,-0.0002349844625640,173.5192859770519931
0.0011107605634499,-0.0002971638384390,201.4952215927849863
0.0012694406439500,-0.0003383970290910,226.4765491380169919
0.0014298449589500,-0.0004241100417141,245.6374301096500119
0.0016262850255300,-0.0005100549644000,263.2873387947150263
0.0018889588544200,-0.0006767563904601,276.9262126035729921
0.0022211026628900,-0.0008656280266220,285.7307742654380149
0.0026116549255899,-0.0011129879800430,291.3745573074780282
0.0030306406447200,-0.0013687864702670,295.1836847871010150
0.0034633358668801,-0.0016393236352880,298.0763846414949967
0.0039070517162101,-0.0019115852139350,300.4165363828410023
0.0043513367561201,-0.0021939439461080,302.5122510607239974
0.0047906291230200,-0.0024916767534650,304.4367314778820059
0.0052321373486801,-0.0027697575546430,306.1854916638100121
0.0056776995239400,-0.0030496821960410,307.9079020483960107
0.0061079893424600,-0.0033260585326920,309.5299267389830220
0.0065418213017101,-0.0035876969607160,311.1545306430559776
0.0069565728666401,-0.0038545166726201,312.6733132555210091
0.0074023492797599,-0.0041276481216630,314.2035044371399977
0.0078128078296600,-0.0043902396552050,315.6740473986479856
0.0082377858421201,-0.0046472826921050,317.1493198940099774
0.0086477420811499,-0.0048999014956330,318.5573871550420222
0.0090526433100000,-0.0051693864012480,319.9663740451779859
0.0094762326060400,-0.0054395052438760,321.3990300053599753
0.0098784030263901,-0.0056782723202000,322.6874830853470257
0.0102855901527701,-0.0059465832676120,324.0925350494030113
0.0106936920342300,-0.0061887568759760,325.3983380239629923
0.0111042523543801,-0.0064354061626760,326.7319729552430090
0.0115177362781900,-0.0067161588507450,328.0010157427810213
0.0119078585298200,-0.0069613840671020,329.2889041936010130
0.0123274058287000,-0.0072112518769950,330.5228255178730024
0.0127237128117501,-0.0074625865896570,331.7441192910289942
0.0131169235590500,-0.0077032436767680,332.9490195181489867
0.0135130350700901,-0.0079745362319810,334.1411421342380095
0.0139218814501201,-0.0082123978047920,335.3078919023059825
0.0143165223720301,-0.0084443298015490,336.4382164327379883
0.0147098592361701,-0.0087133767428510,337.5843587390739913
0.0151139559738500,-0.0089607739774400,338.6810728508600050
0.0154973069579301,-0.0092117103661760,339.8172732116869952
0.0159069359888799,-0.0094595246183100,340.8878811423650177
0.0162918876950400,-0.0097078816216700,341.9822599450420171
0.0166966009393399,-0.0099387526210510,343.0201121597310134
0.0171025256772701,-0.0102081195148470,344.0791356271059840
0.0174950407628101,-0.0104495349823850,345.1109212390189782
0.0178950963344200,-0.0106798800360450,346.1278634989000125
0.0182947221673100,-0.0109597470551430,347.1484676212380123
0.0186897814540501,-0.0111760977785410,348.1247793675379967
0.0190841913864099,-0.0114477908403960,349.1018691523040047
0.0194696015902600,-0.0116709921763380,350.0909971898760205
0.0198768067000501,-0.0119203279244250,351.0098377801040215
0.0202700114521901,-0.0121619225625550,351.9719899137350012
0.0206696868149501,-0.0124121661388920,352.8808026006969953
0.0210661118872599,-0.0126725901531710,353.7951904296589873
0.0214547520504900,-0.0129116027865850,354.6893498832719729
0.0218579685025500,-0.0131643396266941,355.6053118930569781
0.0222558745272601,-0.0134197267183610,356.4665394522720021
0.0226705618053500,-0.0136599994229430,357.3382642643400118
0.0230570183675001,-0.0138854392230910,358.1948003589449741
0.0234629896783600,-0.0141455999984480,359.0817642353080146
0.0238678548900000,-0.0144016717612350,359.9108262578769768
0.0242573827241099,-0.0146285376461220,360.7198934927679943
0.0246660950771600,-0.0148818839112290,361.5535471957239793
0.0250688004626600,-0.0151172963011500,362.3400415519719786
0.0254720808087401,-0.0153637519476750,363.1499098173879929
0.0258711896047199,-0.0156267412387699,363.9154348058460187
0.0262809667912300,-0.0158573480615750,364.7351834723959882
0.0266877404868600,-0.0161118454736840,365.4628062828439852
0.0270887800554200,-0.0163628515985550,366.2850051908259843
0.0274933607187799,-0.0166130886866750,366.9982755700169719
0.0279003607040000,-0.0168534621442880,367.7815265266029883
0.0282969399194399,-0.0171047201833260,368.4845529645110105
0.0286918300320800,-0.0173495257212190,369.2088096557860126
0.0290887932037500,-0.0175918662558920,369.9215286922420205
0.0295088660719800,-0.0178344747129020,370.6227786524260068
0.0299088374667900,-0.0180810649650730,371.3266958728329996
0.0303328940333600,-0.0183278565473450,372.0006497583210034
0.0307201090398499,-0.0185691280900060,372.7270223386370276
0.0311146084895100,-0.0188261622321840,373.3531739639910256
0.0315246954900801,-0.0190655322881810,374.0434146625399876
0.0319255557062099,-0.0193090021830190,374.6836035790560118
0.0323486841357199,-0.0195520252509890,375.3407290429020122
0.0327373821366901,-0.0197864679353910,375.9846768919019837
0.0331354321060700,-0.0200325869930880,376.5939789223500043
0.0335423889465500,-0.0202665653376540,377.2486669339619993
0.0339466547439800,-0.0205062392996360,377.8619054111570108
0.0343528389976799,-0.0207530478038200,378.4790276861700136
0.0347467683776199,-0.0210087825253420,379.0946932705589916
0.0351617008136200,-0.0212469205595111,379.6998532891209948
0.0355692645151100,-0.0214865339429010,380.2683670298670222
0.0359447065446299,-0.0217209570028950,380.8617996869729723
0.0363697292327800,-0.0219709331606300,381.4797263178550111
0.0367810680774201,-0.0222143601507599,382.0020981358999848
0.0371904136789500,-0.0224796062880300,382.6051075215299875
0.0376002838037299,-0.0227061845410860,383.1525448203660176
0.0380103164724199,-0.0229495429358491,383.7408071138390255
0.0384228457356699,-0.0231922826275760,384.2740324778400236
0.0388299380584800,-0.0234319429247150,384.8412218536240061
0.0392312891987501,-0.0236820064839079,385.3725627991270244
0.0396576281436301,-0.0239194619558520,385.9196795008759864
0.0400671191365600,-0.0241622417052230,386.4392110492429993
0.0404831702718900,-0.0244175841959970,386.9544117887269863
0.0408831988156000,-0.0246512579961560,387.5017477116419968
0.0413076479068899,-0.0249030243009341,387.9810822722059811
0.0417130484601300,-0.0251454917190820,388.5252902963010229
0.0421507330276900,-0.0253846116643280,388.9931815011299818
0.0425495109723899,-0.0256239772020710,389.5270463254009883
0.0429766550607700,-0.0258886718183640,390.0040320345129885
0.0433657284778000,-0.0261292794992830,390.5051031732589877
0.0438028056485100,-0.0263648259053360,390.9745387599480182
0.0441957444778700,-0.0266195381294080,391.4523361857350210
0.0446203389394699,-0.0268448147800940,391.9106560193030191
0.0450337878634099,-0.0270932970633880,392.3701969521590058
0.0454521100475900,-0.0273342426628250,392.8527304343319884
0.0458490540077301,-0.0275777687727460,393.2903009170499899
0.0462752040784999,-0.0278261933319141,393.7816352348780242
0.0466885676033699,-0.0280635483923330,394.2030862727499994
0.0470973762317699,-0.0282974646864460,394.6552645161219743
0.0475242001720999,-0.0285339143285140,395.0698077766400047
0.0479372193449199,-0.0287966781779350,395.5132388991099788
0.0483492903452900,-0.0290233083601720,395.9185967666119836
0.0487697638293900,-0.0292770967999730,396.3606213747870015
0.0491801584991201,-0.0295202423664650,396.7686496428850091
0.0496052049544600,-0.0297686632741400,397.2051249148989882
