axial strain [-],lateral strain [-],axial stress [MPa]
0.0000000000000000,0.0000000000000000,0.0000000000000000
0.0001290132889999,-0.0000228683342450,29.9320788147043011
0.0002580265779999,-0.0000802095095001,64.9087244150406946
0.0003870398670001,-0.0001182789642060,93.7134967948512951
0.0005160531560000,-0.0001588981915480,122.7653681362340023
0.0006450664450000,-0.0002009607130300,153.2141793921099975
0.0007740797339999,-0.0002316173875579,180.3633535845899871
0.0009030930230001,-0.0002790317523340,206.8330908238040138
0.0010321063120000,-0.0003268060174130,227.7909726512220061
0.0011662651831099,-0.0003764094762080,242.5169621681419869
0.0012406160305001,-0.0004429037596910,248.9238527704310115
0.0013449779439600,-0.0004685128298040,258.8834475939730169
0.0015466423411099,-0.0005895248072570,268.9822143705869735
0.0017857886041901,-0.0007048221909980,276.8878599413740176
0.0021177948827900,-0.0008516220242580,282.8578543704750246
0.0024882661558201,-0.0010711922325820,287.0418856280439854
0.0028972271920100,-0.0013073280658070,290.1161861142300040
0.0033446588662800,-0.0015667050795480,292.5159568832660284
0.0037768948488199,-0.0018394358810120,294.5652948941310001
0.0042366028957801,-0.0021130318393180,296.4335116283349976
0.0047082985743301,-0.0023764549333990,298.1637853505359885
0.0051398061840999,-0.0026513143004589,299.8649267445929922
0.0056076283865101,-0.0029286746730340,301.4677325991630141
0.0060617542071000,-0.0032126722816230,303.0754059698289780
0.0064797809183199,-0.0034703804150560,304.5824288681999974
0.0069111926376200,-0.0037371071552380,306.1175540511100053
0.0073481659084300,-0.0039694998146380,307.5668864347779845
0.0077882319687499,-0.0042532077990840,309.0324581544859939
0.0082007162555500,-0.0045210208112070,310.4360232078240074
0.0086162437890900,-0.0047532943939540,311.8505863823990012
0.0090209320763099,-0.0050228829717680,313.1972034332270027
0.0094480545457301,-0.0052553200863410,314.5613654485030111
0.0098458386887299,-0.0055191161223180,315.9302402863530119
0.0102518922427000,-0.0057560021847750,317.2240418192620268
0.0106724141299099,-0.0060056798429780,318.5247776827940243
0.0110842398716300,-0.0062465107967720,319.8219955933619758
0.0115022304968100,-0.0065105070508510,321.0849954082669910
0.0118881758121401,-0.0067494522592290,322.3356930924269932
0.0122926389032900,-0.0070046206360510,323.5815768672999866
0.0126927382875099,-0.0072443884342820,324.8223329772420129
0.0131011074419500,-0.0074940129216940,326.0035364853949886
0.0135108182662900,-0.0077388053318740,327.2123857058750218
0.0138943324381300,-0.0079835089297010,328.3605046633040274
0.0142957223195599,-0.0082232471214090,329.5313622362530168
0.0146892450202201,-0.0084684577516469,330.6722270643289789
0.0151172152876400,-0.0087103285516580,331.7618658215570235
0.0155119083424899,-0.0089520600437239,332.8787216319969957
0.0159128520945799,-0.0092001284576400,333.9428117490410273
0.0163143320071699,-0.0094438667165270,335.0411379936670073
0.0167040002479300,-0.0096818659478129,336.0669214934579827
0.0171184832386599,-0.0099074432484290,337.1258524458430088
0.0175196384643299,-0.0101612834775460,338.1179141840029843
0.0178950511414999,-0.0103888945534120,339.1566874779500154
0.0182985257256001,-0.0106354911431020,340.1102722879589919
0.0187082258442499,-0.0108761004817159,341.1449274447080029
0.0190835162984300,-0.0111143130582020,342.1169866088100093
0.0194880184149600,-0.0113494147621280,343.0602210453939733
0.0198934813638800,-0.0115923238990060,343.9974045822859807
0.0202486450512800,-0.0118388183874620,344.9092370748480221
0.0206875136877100,-0.0120653115308170,345.8374842943929934
0.0210810280965199,-0.0123183838642460,346.7166328986850203
0.0214601251738600,-0.0125455782585790,347.6268363355039810
0.0218587885975801,-0.0127849790669901,348.4519075888979955
0.0222711558296000,-0.0130054530146630,349.3628076491809793
0.0226483607657899,-0.0132465011970090,350.1835400995889813
0.0230639523278000,-0.0134968390729330,351.0369043247169998
0.0234350820270699,-0.0137343424707240,351.8412976501430194
0.0238383032690199,-0.0139844337416400,352.6675264675949961
0.0242536287266000,-0.0142015243234770,353.4764641330659742
0.0246455472072300,-0.0144420554223570,354.2626372797699901
0.0250268548800801,-0.0146847015931491,355.0537251993010273
0.0254231706062999,-0.0149187184873240,355.8620673978280138
0.0258406059345599,-0.0151567939499200,356.6243297245679855
0.0262377640915801,-0.0153899047392070,357.3371678732329997
0.0266436166065700,-0.0156275711414040,358.1198651597019875
0.0270185873504101,-0.0158626410271190,358.8435105748799856
0.0274297306911100,-0.0160902227170050,359.5810264937189800
0.0278297637485401,-0.0163268836420690,360.3090974235009867
0.0282299808352400,-0.0165702228836850,361.0193564294070256
0.0286327320311499,-0.0167975305430150,361.7472572437579856
0.0290284224798500,-0.0170415811107510,362.4333783719440021
0.0294314486296099,-0.0172624435718350,363.1312007625949718
0.0298280532652000,-0.0175053752022249,363.8149930993000112
0.0302062718971601,-0.0177428400201129,364.4812151405449754
0.0305881973536100,-0.0179878525297890,365.1347888747620232
0.0310236619175801,-0.0182068451542690,365.7847740362810214
0.0314014176148001,-0.0184522257334540,366.4498790152160268
0.0318165562019299,-0.0186925104904140,367.0289826571379876
